"paper","year","dc_label","da_label"
"http://orkg.org/orkg/resource/R78392","2015","experiment","analysis"
"http://orkg.org/orkg/resource/R200049","2015","survey","analysis"
"http://orkg.org/orkg/resource/R200098","2015","case study","analysis"
"http://orkg.org/orkg/resource/R200106","2015","survey","analysis"
"http://orkg.org/orkg/resource/R200119","2015","experiment","analysis"
"http://orkg.org/orkg/resource/R288794","2007","no collection","no analysis"
"http://orkg.org/orkg/resource/R288798","2007","no collection","no analysis"
"http://orkg.org/orkg/resource/R211137","2014","no collection","no analysis"
"http://orkg.org/orkg/resource/R211279","2014","no collection","no analysis"
"http://orkg.org/orkg/resource/R220388","2013","no collection","no analysis"
"http://orkg.org/orkg/resource/R220823","2012","no collection","no analysis"
"http://orkg.org/orkg/resource/R220892","2012","no collection","no analysis"
"http://orkg.org/orkg/resource/R222372","2012","no collection","no analysis"
"http://orkg.org/orkg/resource/R228222","2022","no collection","no analysis"
"http://orkg.org/orkg/resource/R229369","2022","no collection","no analysis"
"http://orkg.org/orkg/resource/R265028","2011","no collection","no analysis"
"http://orkg.org/orkg/resource/R276005","2011","no collection","no analysis"
"http://orkg.org/orkg/resource/R276020","2011","no collection","no analysis"
"http://orkg.org/orkg/resource/R276059","2011","no collection","no analysis"
"http://orkg.org/orkg/resource/R279133","2010","no collection","no analysis"
"http://orkg.org/orkg/resource/R279158","2010","no collection","no analysis"
"http://orkg.org/orkg/resource/R280299","2010","no collection","no analysis"
"http://orkg.org/orkg/resource/R280303","2010","no collection","no analysis"
"http://orkg.org/orkg/resource/R280308","2010","no collection","no analysis"
"http://orkg.org/orkg/resource/R280317","2010","no collection","no analysis"
"http://orkg.org/orkg/resource/R280448","2010","no collection","no analysis"
"http://orkg.org/orkg/resource/R280526","2010","no collection","no analysis"
"http://orkg.org/orkg/resource/R280785","2009","no collection","no analysis"
"http://orkg.org/orkg/resource/R280789","2009","no collection","no analysis"
"http://orkg.org/orkg/resource/R281215","2009","no collection","no analysis"
"http://orkg.org/orkg/resource/R283066","2009","no collection","no analysis"
"http://orkg.org/orkg/resource/R283089","2009","no collection","no analysis"
"http://orkg.org/orkg/resource/R283092","2009","no collection","no analysis"
"http://orkg.org/orkg/resource/R283095","2009","no collection","no analysis"
"http://orkg.org/orkg/resource/R285805","2008","no collection","no analysis"
"http://orkg.org/orkg/resource/R285813","2008","no collection","no analysis"
"http://orkg.org/orkg/resource/R285826","2008","no collection","no analysis"
"http://orkg.org/orkg/resource/R369715","2007","no collection","no analysis"
"http://orkg.org/orkg/resource/R556041","2007","no collection","no analysis"
"http://orkg.org/orkg/resource/R556637","2006","no collection","no analysis"
"http://orkg.org/orkg/resource/R576748","2006","no collection","no analysis"
"http://orkg.org/orkg/resource/R576789","2006","no collection","no analysis"
"http://orkg.org/orkg/resource/R194425","2019","no collection","no analysis"
"http://orkg.org/orkg/resource/R194870","2019","no collection","no analysis"
"http://orkg.org/orkg/resource/R194875","2019","no collection","no analysis"
"http://orkg.org/orkg/resource/R194905","2019","no collection","no analysis"
"http://orkg.org/orkg/resource/R195107","2018","no collection","analysis"
"http://orkg.org/orkg/resource/R195173","2018","no collection","no analysis"
"http://orkg.org/orkg/resource/R195216","2018","no collection","no analysis"
"http://orkg.org/orkg/resource/R195513","2017","no collection","no analysis"
"http://orkg.org/orkg/resource/R195664","2017","no collection","no analysis"
"http://orkg.org/orkg/resource/R195743","2017","no collection","no analysis"
"http://orkg.org/orkg/resource/R195995","2017","no collection","no analysis"
"http://orkg.org/orkg/resource/R198904","2016","no collection","no analysis"
"http://orkg.org/orkg/resource/R288440","2008","no collection","no analysis"
"http://orkg.org/orkg/resource/R288450","2008","no collection","no analysis"
"http://orkg.org/orkg/resource/R288482","2007","no collection","no analysis"
"http://orkg.org/orkg/resource/R578004","2006","no collection","no analysis"
"http://orkg.org/orkg/resource/R578008","2006","no collection","no analysis"
"http://orkg.org/orkg/resource/R578016","2006","no collection","no analysis"
"http://orkg.org/orkg/resource/R578043","2006","no collection","no analysis"
"http://orkg.org/orkg/resource/R194428","2019","secondary research","analysis"
"http://orkg.org/orkg/resource/R113160","2018","secondary research","analysis"
"http://orkg.org/orkg/resource/R113204","2018","experiment","analysis"
"http://orkg.org/orkg/resource/R195179","2018","study","analysis"
"http://orkg.org/orkg/resource/R195495","2017","secondary research","analysis"
"http://orkg.org/orkg/resource/R196014","2017","study","analysis"
"http://orkg.org/orkg/resource/R198681","2016","survey","analysis"
"http://orkg.org/orkg/resource/R198795","2016","study","analysis"
"http://orkg.org/orkg/resource/R198808","2016","experiment","analysis"
"http://orkg.org/orkg/resource/R199023","2015","interview","analysis"
"http://orkg.org/orkg/resource/R199136","2015","secondary research","analysis"
"http://orkg.org/orkg/resource/R199158","2015","study","analysis"
"http://orkg.org/orkg/resource/R199158","2015","study","analysis"
"http://orkg.org/orkg/resource/R199162","2015","study","analysis"
"http://orkg.org/orkg/resource/R200045","2015","case study","analysis"
"http://orkg.org/orkg/resource/R200061","2015","case study","analysis"
"http://orkg.org/orkg/resource/R200042","2015","case study","analysis"
"http://orkg.org/orkg/resource/R78392","2015","secondary research","analysis"
"http://orkg.org/orkg/resource/R194954","2018","experiment","analysis"
"http://orkg.org/orkg/resource/R195201","2018","experiment","analysis"
"http://orkg.org/orkg/resource/R195201","2018","study","analysis"
"http://orkg.org/orkg/resource/R195224","2018","case study","analysis"
"http://orkg.org/orkg/resource/R195224","2018","interview","analysis"
"http://orkg.org/orkg/resource/R195551","2017","case study","analysis"
"http://orkg.org/orkg/resource/R195551","2017","study","analysis"
"http://orkg.org/orkg/resource/R195578","2017","study","analysis"
"http://orkg.org/orkg/resource/R195578","2017","study","analysis"
"http://orkg.org/orkg/resource/R195587","2017","secondary research","analysis"
"http://orkg.org/orkg/resource/R195587","2017","study","analysis"
"http://orkg.org/orkg/resource/R195669","2017","case study","analysis"
"http://orkg.org/orkg/resource/R195679","2017","study","analysis"
"http://orkg.org/orkg/resource/R195679","2017","experiment","analysis"
"http://orkg.org/orkg/resource/R195749","2017","interview","analysis"
"http://orkg.org/orkg/resource/R195789","2017","survey","analysis"
"http://orkg.org/orkg/resource/R195806","2017","study","analysis"
"http://orkg.org/orkg/resource/R195849","2017","experiment","analysis"
"http://orkg.org/orkg/resource/R195849","2017","survey","analysis"
"http://orkg.org/orkg/resource/R195857","2017","case study","analysis"
"http://orkg.org/orkg/resource/R195866","2017","case study","analysis"
"http://orkg.org/orkg/resource/R195998","2017","experiment","analysis"
"http://orkg.org/orkg/resource/R196009","2017","action research","analysis"
"http://orkg.org/orkg/resource/R196021","2017","study","analysis"
"http://orkg.org/orkg/resource/R196033","2017","survey","analysis"
"http://orkg.org/orkg/resource/R196065","2017","study","analysis"
"http://orkg.org/orkg/resource/R196070","2017","study","analysis"
"http://orkg.org/orkg/resource/R196070","2017","secondary research","analysis"
"http://orkg.org/orkg/resource/R196070","2017","study","analysis"
"http://orkg.org/orkg/resource/R196070","2017","study","analysis"
"http://orkg.org/orkg/resource/R196070","2017","study","analysis"
"http://orkg.org/orkg/resource/R196070","2017","study","analysis"
"http://orkg.org/orkg/resource/R197609","2017","case study","analysis"
"http://orkg.org/orkg/resource/R197609","2017","study","analysis"
"http://orkg.org/orkg/resource/R197609","2017","study","analysis"
"http://orkg.org/orkg/resource/R108199","2017","experiment","analysis"
"http://orkg.org/orkg/resource/R113008","2017","survey","analysis"
"http://orkg.org/orkg/resource/R287873","2008","experiment","analysis"
"http://orkg.org/orkg/resource/R288432","2008","experiment","analysis"
"http://orkg.org/orkg/resource/R288443","2008","case study","analysis"
"http://orkg.org/orkg/resource/R288453","2008","experiment","analysis"
"http://orkg.org/orkg/resource/R288460","2007","secondary research","analysis"
"http://orkg.org/orkg/resource/R288476","2007","study","analysis"
"http://orkg.org/orkg/resource/R288485","2007","study","analysis"
"http://orkg.org/orkg/resource/R288494","2007","case study","analysis"
"http://orkg.org/orkg/resource/R288507","2007","study","analysis"
"http://orkg.org/orkg/resource/R78432","2016","secondary research","analysis"
"http://orkg.org/orkg/resource/R198681","2016","secondary research","analysis"
"http://orkg.org/orkg/resource/R198681","2016","survey","analysis"
"http://orkg.org/orkg/resource/R198689","2016","study","analysis"
"http://orkg.org/orkg/resource/R198877","2016","case study","analysis"
"http://orkg.org/orkg/resource/R198877","2016","study","analysis"
"http://orkg.org/orkg/resource/R198917","2016","study","analysis"
"http://orkg.org/orkg/resource/R198944","2016","study","analysis"
"http://orkg.org/orkg/resource/R198964","2016","survey","analysis"
"http://orkg.org/orkg/resource/R198964","2016","interview","analysis"
"http://orkg.org/orkg/resource/R198972","2016","interview","analysis"
"http://orkg.org/orkg/resource/R198994","2016","case study","analysis"
"http://orkg.org/orkg/resource/R199005","2015","case study","analysis"
"http://orkg.org/orkg/resource/R199005","2015","case study","analysis"
"http://orkg.org/orkg/resource/R199149","2015","study","analysis"
"http://orkg.org/orkg/resource/R200042","2015","study","analysis"
"http://orkg.org/orkg/resource/R200049","2015","study","analysis"
"http://orkg.org/orkg/resource/R288513","2007","study","analysis"
"http://orkg.org/orkg/resource/R200061","2015","survey","analysis"
"http://orkg.org/orkg/resource/R288742","2007","questionnaire","analysis"
"http://orkg.org/orkg/resource/R288742","2007","interview","analysis"
"http://orkg.org/orkg/resource/R288742","2007","secondary research","analysis"
"http://orkg.org/orkg/resource/R288742","2007","case study","analysis"
"http://orkg.org/orkg/resource/R288766","2007","case study","analysis"
"http://orkg.org/orkg/resource/R211394","2014","study","analysis"
"http://orkg.org/orkg/resource/R221801","2012","study","analysis"
"http://orkg.org/orkg/resource/R221801","2012","study","analysis"
"http://orkg.org/orkg/resource/R221821","2012","study","analysis"
"http://orkg.org/orkg/resource/R221821","2012","study","analysis"
"http://orkg.org/orkg/resource/R221821","2012","survey","analysis"
"http://orkg.org/orkg/resource/R280335","2010","case study","analysis"
"http://orkg.org/orkg/resource/R280347","2010","case study","analysis"
"http://orkg.org/orkg/resource/R280375","2010","interview","analysis"
"http://orkg.org/orkg/resource/R280481","2010","action research","analysis"
"http://orkg.org/orkg/resource/R280511","2010","survey","analysis"
"http://orkg.org/orkg/resource/R280754","2009","secondary research","analysis"
"http://orkg.org/orkg/resource/R280765","2009","survey","analysis"
"http://orkg.org/orkg/resource/R280765","2009","survey","analysis"
"http://orkg.org/orkg/resource/R281172","2009","interview","analysis"
"http://orkg.org/orkg/resource/R281194","2009","survey","analysis"
"http://orkg.org/orkg/resource/R281210","2009","secondary research","analysis"
"http://orkg.org/orkg/resource/R283080","2009","survey","analysis"
"http://orkg.org/orkg/resource/R576802","2006","secondary research","no analysis"
"http://orkg.org/orkg/resource/R578020","2006","secondary research","analysis"
"http://orkg.org/orkg/resource/R578027","2006","case study","analysis"
"http://orkg.org/orkg/resource/R578035","2006","case study","analysis"
"http://orkg.org/orkg/resource/R287825","2008","survey","analysis"
"http://orkg.org/orkg/resource/R287863","2008","study","analysis"
"http://orkg.org/orkg/resource/R287863","2008","survey","analysis"
"http://orkg.org/orkg/resource/R285771","2008","study","analysis"
"http://orkg.org/orkg/resource/R285781","2008","study","analysis"
"http://orkg.org/orkg/resource/R285790","2008","interview","analysis"
"http://orkg.org/orkg/resource/R285790","2008","secondary research","analysis"
"http://orkg.org/orkg/resource/R288485","2007","action research","analysis"
"http://orkg.org/orkg/resource/R288494","2007","interview","analysis"
"http://orkg.org/orkg/resource/R369339","2007","action research","analysis"
"http://orkg.org/orkg/resource/R369339","2007","secondary research","analysis"
"http://orkg.org/orkg/resource/R369685","2007","interview","analysis"
"http://orkg.org/orkg/resource/R369685","2007","survey","analysis"
"http://orkg.org/orkg/resource/R554452","2007","case study","analysis"
"http://orkg.org/orkg/resource/R558201","2006","experiment","analysis"
"http://orkg.org/orkg/resource/R557163","2006","study","analysis"
"http://orkg.org/orkg/resource/R557163","2006","study","analysis"
