"paper","year","contribution","dc_label","da_label"
"http://orkg.org/orkg/resource/R211283","2014","http://orkg.org/orkg/resource/R211285","case study","analysis"
"http://orkg.org/orkg/resource/R211294","2014","http://orkg.org/orkg/resource/R211295","experiment","analysis"
"http://orkg.org/orkg/resource/R211302","2014","http://orkg.org/orkg/resource/R211303","experiment","analysis"
"http://orkg.org/orkg/resource/R211302","2014","http://orkg.org/orkg/resource/R211303","survey","analysis"
"http://orkg.org/orkg/resource/R211327","2014","http://orkg.org/orkg/resource/R211328","industrial study","analysis"
"http://orkg.org/orkg/resource/R211336","2014","http://orkg.org/orkg/resource/R211337","experiment","analysis"
"http://orkg.org/orkg/resource/R211351","2014","http://orkg.org/orkg/resource/R211352","archive analysis","analysis"
"http://orkg.org/orkg/resource/R211361","2014","http://orkg.org/orkg/resource/R211362","experiment","analysis"
"http://orkg.org/orkg/resource/R211370","2014","http://orkg.org/orkg/resource/R211371","workshop","analysis"
"http://orkg.org/orkg/resource/R211370","2014","http://orkg.org/orkg/resource/R211371","interview","analysis"
"http://orkg.org/orkg/resource/R211380","2014","http://orkg.org/orkg/resource/R211381","study","analysis"
"http://orkg.org/orkg/resource/R211394","2014","http://orkg.org/orkg/resource/R211395","interview","analysis"
"http://orkg.org/orkg/resource/R211404","2014","http://orkg.org/orkg/resource/R211405","case study","analysis"
"http://orkg.org/orkg/resource/R211411","2014","http://orkg.org/orkg/resource/R211412","observation","analysis"
"http://orkg.org/orkg/resource/R211411","2014","http://orkg.org/orkg/resource/R211412","semi-structured interview","analysis"
"http://orkg.org/orkg/resource/R211428","2014","http://orkg.org/orkg/resource/R211429","archive analysis","analysis"
"http://orkg.org/orkg/resource/R211438","2014","http://orkg.org/orkg/resource/R211439","experiment","analysis"
"http://orkg.org/orkg/resource/R211438","2014","http://orkg.org/orkg/resource/R211439","experiment","analysis"
"http://orkg.org/orkg/resource/R211438","2014","http://orkg.org/orkg/resource/R211439","experiment","analysis"
"http://orkg.org/orkg/resource/R211452","2014","http://orkg.org/orkg/resource/R211453","case study","analysis"
"http://orkg.org/orkg/resource/R211459","2014","http://orkg.org/orkg/resource/R211460","experiment","analysis"
"http://orkg.org/orkg/resource/R211467","2014","http://orkg.org/orkg/resource/R211468","experiment","analysis"
"http://orkg.org/orkg/resource/R211474","2014","http://orkg.org/orkg/resource/R211475","administered online survey","analysis"
"http://orkg.org/orkg/resource/R211485","2014","http://orkg.org/orkg/resource/R211486","interview","analysis"
"http://orkg.org/orkg/resource/R211485","2014","http://orkg.org/orkg/resource/R211486","workshop","analysis"
"http://orkg.org/orkg/resource/R211494","2014","http://orkg.org/orkg/resource/R211495","case study","analysis"
"http://orkg.org/orkg/resource/R211502","2014","http://orkg.org/orkg/resource/R211503","questionnaire","analysis"
"http://orkg.org/orkg/resource/R195153","2018","http://orkg.org/orkg/resource/R195154","focus group","analysis"
"http://orkg.org/orkg/resource/R220303","2013","http://orkg.org/orkg/resource/R220305","archive analysis","analysis"
"http://orkg.org/orkg/resource/R220314","2013","http://orkg.org/orkg/resource/R220316","case study","analysis"
"http://orkg.org/orkg/resource/R220323","2013","http://orkg.org/orkg/resource/R220334","survey","analysis"
"http://orkg.org/orkg/resource/R220343","2013","http://orkg.org/orkg/resource/R220345","experiment","analysis"
"http://orkg.org/orkg/resource/R220354","2013","http://orkg.org/orkg/resource/R220356","experiment","analysis"
"http://orkg.org/orkg/resource/R220364","2013","http://orkg.org/orkg/resource/R220366","experiment","analysis"
"http://orkg.org/orkg/resource/R220371","2013","http://orkg.org/orkg/resource/R220373","case study","analysis"
"http://orkg.org/orkg/resource/R220378","2013","http://orkg.org/orkg/resource/R220380","case study","no analysis"
"http://orkg.org/orkg/resource/R220383","2013","http://orkg.org/orkg/resource/R220385","case study","no analysis"
"http://orkg.org/orkg/resource/R220390","2013","http://orkg.org/orkg/resource/R220391","interview","analysis"
"http://orkg.org/orkg/resource/R220538","2013","http://orkg.org/orkg/resource/R220539","experiment","analysis"
"http://orkg.org/orkg/resource/R220538","2013","http://orkg.org/orkg/resource/R220539","experiment","analysis"
"http://orkg.org/orkg/resource/R220538","2013","http://orkg.org/orkg/resource/R220539","experiment","analysis"
"http://orkg.org/orkg/resource/R220538","2013","http://orkg.org/orkg/resource/R220539","experiment","analysis"
"http://orkg.org/orkg/resource/R220583","2013","http://orkg.org/orkg/resource/R220584","archive analysis","analysis"
"http://orkg.org/orkg/resource/R220605","2013","http://orkg.org/orkg/resource/R220606","case study","analysis"
"http://orkg.org/orkg/resource/R220611","2013","http://orkg.org/orkg/resource/R220612","case study","analysis"
"http://orkg.org/orkg/resource/R220618","2013","http://orkg.org/orkg/resource/R220619","experiment","analysis"
"http://orkg.org/orkg/resource/R220624","2013","http://orkg.org/orkg/resource/R220625","case study","no analysis"
"http://orkg.org/orkg/resource/R220629","2013","http://orkg.org/orkg/resource/R220630","field experiment","no analysis"
"http://orkg.org/orkg/resource/R220633","2013","http://orkg.org/orkg/resource/R220634","archive analysis","analysis"
"http://orkg.org/orkg/resource/R220633","2013","http://orkg.org/orkg/resource/R220634","experiment","analysis"
"http://orkg.org/orkg/resource/R220643","2013","http://orkg.org/orkg/resource/R220644","interview","analysis"
"http://orkg.org/orkg/resource/R220798","2013","http://orkg.org/orkg/resource/R220799","interview","analysis"
"http://orkg.org/orkg/resource/R220798","2013","http://orkg.org/orkg/resource/R220799","observation","analysis"
"http://orkg.org/orkg/resource/R220810","2013","http://orkg.org/orkg/resource/R220811","literature review","analysis"
"http://orkg.org/orkg/resource/R220831","2012","http://orkg.org/orkg/resource/R220833","experiment","analysis"
"http://orkg.org/orkg/resource/R220838","2012","http://orkg.org/orkg/resource/R220840","case study","analysis"
"http://orkg.org/orkg/resource/R220845","2012","http://orkg.org/orkg/resource/R220847","experiment","analysis"
"http://orkg.org/orkg/resource/R220845","2012","http://orkg.org/orkg/resource/R220847","survey","analysis"
"http://orkg.org/orkg/resource/R220858","2012","http://orkg.org/orkg/resource/R220860","semi-structured interview","analysis"
"http://orkg.org/orkg/resource/R220874","2012","http://orkg.org/orkg/resource/R220876","case study","analysis"
"http://orkg.org/orkg/resource/R220881","2012","http://orkg.org/orkg/resource/R220883","experiment","analysis"
"http://orkg.org/orkg/resource/R220892","2012","http://orkg.org/orkg/resource/R220895","workshop","no analysis"
"http://orkg.org/orkg/resource/R220898","2012","http://orkg.org/orkg/resource/R220900","experiment","analysis"
"http://orkg.org/orkg/resource/R221137","2012","http://orkg.org/orkg/resource/R221140","case study","analysis"
"http://orkg.org/orkg/resource/R221147","2012","http://orkg.org/orkg/resource/R221150","multiple case study","analysis"
"http://orkg.org/orkg/resource/R221156","2012","http://orkg.org/orkg/resource/R221157","experiment","analysis"
"http://orkg.org/orkg/resource/R221163","2012","http://orkg.org/orkg/resource/R221164","experiment","analysis"
"http://orkg.org/orkg/resource/R221169","2012","http://orkg.org/orkg/resource/R221170","case study","no analysis"
"http://orkg.org/orkg/resource/R221176","2012","http://orkg.org/orkg/resource/R221177","experiment","analysis"
"http://orkg.org/orkg/resource/R221183","2012","http://orkg.org/orkg/resource/R221184","case study","no analysis"
"http://orkg.org/orkg/resource/R221187","2012","http://orkg.org/orkg/resource/R221188","case study","analysis"
"http://orkg.org/orkg/resource/R221801","2012","http://orkg.org/orkg/resource/R221802","questionnaire","analysis"
"http://orkg.org/orkg/resource/R221801","2012","http://orkg.org/orkg/resource/R221802","questionnaire","analysis"
"http://orkg.org/orkg/resource/R221801","2012","http://orkg.org/orkg/resource/R221802","questionnaire","analysis"
"http://orkg.org/orkg/resource/R221821","2012","http://orkg.org/orkg/resource/R221822","controlled-experiment","analysis"
"http://orkg.org/orkg/resource/R221838","2012","http://orkg.org/orkg/resource/R221839","experiment","analysis"
"http://orkg.org/orkg/resource/R222366","2012","http://orkg.org/orkg/resource/R222367","use case","analysis"
"http://orkg.org/orkg/resource/R222375","2012","http://orkg.org/orkg/resource/R222376","experiment","analysis"
"http://orkg.org/orkg/resource/R225574","2012","http://orkg.org/orkg/resource/R225575","case study","analysis"
"http://orkg.org/orkg/resource/R225580","2012","http://orkg.org/orkg/resource/R225581","multiple case study","analysis"
"http://orkg.org/orkg/resource/R225589","2012","http://orkg.org/orkg/resource/R225590","case study","analysis"
"http://orkg.org/orkg/resource/R227465","2022","http://orkg.org/orkg/resource/R227467","experiment","analysis"
"http://orkg.org/orkg/resource/R227482","2022","http://orkg.org/orkg/resource/R227486","semi-structured interview","analysis"
"http://orkg.org/orkg/resource/R227501","2022","http://orkg.org/orkg/resource/R227503","validation study","analysis"
"http://orkg.org/orkg/resource/R227514","2022","http://orkg.org/orkg/resource/R227516","archive analysis","analysis"
"http://orkg.org/orkg/resource/R227514","2022","http://orkg.org/orkg/resource/R227516","experiment","analysis"
"http://orkg.org/orkg/resource/R227533","2022","http://orkg.org/orkg/resource/R227535","experiment","analysis"
"http://orkg.org/orkg/resource/R227551","2022","http://orkg.org/orkg/resource/R227553","survey","analysis"
"http://orkg.org/orkg/resource/R227551","2022","http://orkg.org/orkg/resource/R227553","experiment","analysis"
"http://orkg.org/orkg/resource/R228189","2022","http://orkg.org/orkg/resource/R228191","questionnaire","analysis"
"http://orkg.org/orkg/resource/R228211","2022","http://orkg.org/orkg/resource/R228213","experiment","analysis"
"http://orkg.org/orkg/resource/R228229","2022","http://orkg.org/orkg/resource/R228231","archive analysis","no analysis"
"http://orkg.org/orkg/resource/R228262","2022","http://orkg.org/orkg/resource/R228263","archive analysis","analysis"
"http://orkg.org/orkg/resource/R229273","2022","http://orkg.org/orkg/resource/R229276","literature review","analysis"
"http://orkg.org/orkg/resource/R229273","2022","http://orkg.org/orkg/resource/R229276","experiment","analysis"
"http://orkg.org/orkg/resource/R229316","2022","http://orkg.org/orkg/resource/R229318","archive analysis","analysis"
"http://orkg.org/orkg/resource/R229316","2022","http://orkg.org/orkg/resource/R229318","experiment","analysis"
"http://orkg.org/orkg/resource/R229340","2022","http://orkg.org/orkg/resource/R229342","systematic literature review","analysis"
"http://orkg.org/orkg/resource/R229340","2022","http://orkg.org/orkg/resource/R229342","semi-structured interview","analysis"
"http://orkg.org/orkg/resource/R229375","2022","http://orkg.org/orkg/resource/R229378","archive analysis","analysis"
"http://orkg.org/orkg/resource/R254495","2011","http://orkg.org/orkg/resource/R254497","semi-structured interview","analysis"
"http://orkg.org/orkg/resource/R254495","2011","http://orkg.org/orkg/resource/R254497","questionnaire","analysis"
"http://orkg.org/orkg/resource/R254508","2011","http://orkg.org/orkg/resource/R254510","semi-structured interview","analysis"
"http://orkg.org/orkg/resource/R254508","2011","http://orkg.org/orkg/resource/R254510","observation","analysis"
"http://orkg.org/orkg/resource/R254508","2011","http://orkg.org/orkg/resource/R254510","questionnaire","analysis"
"http://orkg.org/orkg/resource/R254521","2011","http://orkg.org/orkg/resource/R254523","workshop","analysis"
"http://orkg.org/orkg/resource/R254521","2011","http://orkg.org/orkg/resource/R254523","case study","analysis"
"http://orkg.org/orkg/resource/R256580","2011","http://orkg.org/orkg/resource/R256582","semi-structured interview","analysis"
"http://orkg.org/orkg/resource/R263000","2011","http://orkg.org/orkg/resource/R264008","experiment","no analysis"
"http://orkg.org/orkg/resource/R264011","2011","http://orkg.org/orkg/resource/R265000","case study","analysis"
"http://orkg.org/orkg/resource/R265006","2011","http://orkg.org/orkg/resource/R265008","experiment","analysis"
"http://orkg.org/orkg/resource/R265019","2011","http://orkg.org/orkg/resource/R265021","experiment","analysis"
"http://orkg.org/orkg/resource/R194093","2020","http://orkg.org/orkg/resource/R194094",,"analysis"
"http://orkg.org/orkg/resource/R195597","2017","http://orkg.org/orkg/resource/R195598","systematic literature review",
