"paper","year","threats_label","external","internal","construct","conclusion","reliability","generalizability","content","descriptive","theoretical","repeatability"
"http://orkg.org/orkg/resource/R281188","2009","construct, internal, external, reliability","true","true","true","false","true",,,,,
"http://orkg.org/orkg/resource/R194641","2020","external","true","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R108199","2017","external","true","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R195998","2017","external","true","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R196009","2017","external","true","false","false","false","false",,,,,
"http://orkg.org/orkg/resource/R194054","2020","construct, conclusion","false","false","true","true","false",,,,,
"http://orkg.org/orkg/resource/R193025","2021","threats","true","true","true","false",,,,,,
"http://orkg.org/orkg/resource/R192428","2021","threats","true","true","true","false",,,,,,
"http://orkg.org/orkg/resource/R193070","2021","threats","true","true","true","true",,,,,,
"http://orkg.org/orkg/resource/R280765","2009","conclusion, internal, external","true","true",,"true",,,,,,
"http://orkg.org/orkg/resource/R197609","2017","conclusion, internal, external","true","true",,"true",,,,,,
"http://orkg.org/orkg/resource/R193341","2021","conclusion, internal, external","true","true",,"true",,,,,,
"http://orkg.org/orkg/resource/R287863","2008","conclusion, internal, external","true","true",,"true",,,,,,
"http://orkg.org/orkg/resource/R211438","2014","construct, internal",,"true","true",,,,,,,
"http://orkg.org/orkg/resource/R220583","2013","construct, internal",,"true","true",,,,,,,
"http://orkg.org/orkg/resource/R285816","2008","non",,,,,,,,,,
"http://orkg.org/orkg/resource/R285790","2008","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R287845","2008","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R369483","2007","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R192398","2021","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R193035","2021","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R193089","2021","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R193108","2021","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R193295","2021","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R193357","2021","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R193406","2020","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R193418","2020","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R193481","2020","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R193849","2021","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R193866","2021","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R193920","2020","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R194125","2020","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R194237","2019","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R194317","2019","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R194360","2019","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R194425","2019","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R194428","2019","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R194431","2019","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R194607","2019","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R194905","2019","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R194974","2018","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R195005","2018","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R113204","2018","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R195144","2018","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R113067","2017","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R195578","2017","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R195597","2017","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R195806","2017","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R195849","2017","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R195857","2017","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R195866","2017","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R195982","2017","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R196046","2017","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R198663","2016","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R198877","2016","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R198904","2016","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R198944","2016","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R199014","2015","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R199039","2015","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R199123","2015","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R199149","2015","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R199158","2015","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R200045","2015","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R200061","2015","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R200106","2015","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R288485","2007","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R288742","2007","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R578020","2006","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R211096","2014","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R211106","2014","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R211154","2014","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R211283","2014","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R211351","2014","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R211380","2014","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R211485","2014","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R220383","2013","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R220831","2012","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R225574","2012","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R227465","2022","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R227482","2022","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R227501","2022","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R228222","2022","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R229273","2022","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R229375","2022","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R254521","2011","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R276045","2011","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R279079","2010","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R279109","2010","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R280308","2010","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R280335","2010","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R280412","2010","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R280747","2009","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R280818","2009","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R281172","2009","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R283106","2008","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R285781","2008","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R557163","2006","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R576739","2006","mentioned",,,,,,,,,,
"http://orkg.org/orkg/resource/R193022","2021","non",,,,,,,,,,
"http://orkg.org/orkg/resource/R196014","2017","non",,,,,,,,,,
"http://orkg.org/orkg/resource/R200042","2015","non",,,,,,,,,,
"http://orkg.org/orkg/resource/R263000","2011","non",,,,,,,,,,
"http://orkg.org/orkg/resource/R264011","2011","non",,,,,,,,,,
