"paper","dc_label"
"http://orkg.org/orkg/resource/R607060","experiment"
"http://orkg.org/orkg/resource/R609340","study"
"http://orkg.org/orkg/resource/R644458","study"
"http://orkg.org/orkg/resource/R644601","study"
"http://orkg.org/orkg/resource/R644694","study"
"http://orkg.org/orkg/resource/R647097","study"
"http://orkg.org/orkg/resource/R254495","case study"
"http://orkg.org/orkg/resource/R254508","case study"
"http://orkg.org/orkg/resource/R254508","study"
"http://orkg.org/orkg/resource/R554452","interview"
"http://orkg.org/orkg/resource/R554460","case study"
"http://orkg.org/orkg/resource/R554468","case study"
"http://orkg.org/orkg/resource/R554861","case study"
"http://orkg.org/orkg/resource/R555217","study"
"http://orkg.org/orkg/resource/R555710","experiment"
"http://orkg.org/orkg/resource/R556363","case study"
"http://orkg.org/orkg/resource/R557163","study"
"http://orkg.org/orkg/resource/R558201","experiment"
"http://orkg.org/orkg/resource/R558201","case study"
"http://orkg.org/orkg/resource/R256580","study"
"http://orkg.org/orkg/resource/R265019","survey"
"http://orkg.org/orkg/resource/R276031","study"
"http://orkg.org/orkg/resource/R159690","case study"
"http://orkg.org/orkg/resource/R279079","case study"
"http://orkg.org/orkg/resource/R279086","survey"
"http://orkg.org/orkg/resource/R558790","case study"
"http://orkg.org/orkg/resource/R576739","experiment"
"http://orkg.org/orkg/resource/R576757","study"
"http://orkg.org/orkg/resource/R576765","study"
"http://orkg.org/orkg/resource/R576776","case study"
"http://orkg.org/orkg/resource/R158044","experiment"
"http://orkg.org/orkg/resource/R576793","case study"
"http://orkg.org/orkg/resource/R279141","case study"
"http://orkg.org/orkg/resource/R279141","secondary research"
"http://orkg.org/orkg/resource/R279151","secondary research"
"http://orkg.org/orkg/resource/R280335","case study"
"http://orkg.org/orkg/resource/R280347","case study"
"http://orkg.org/orkg/resource/R280375","interview"
"http://orkg.org/orkg/resource/R280481","action research"
"http://orkg.org/orkg/resource/R280511","survey"
"http://orkg.org/orkg/resource/R280754","secondary research"
"http://orkg.org/orkg/resource/R280765","survey"
"http://orkg.org/orkg/resource/R280765","survey"
"http://orkg.org/orkg/resource/R281172","interview"
"http://orkg.org/orkg/resource/R281194","survey"
"http://orkg.org/orkg/resource/R281210","secondary research"
"http://orkg.org/orkg/resource/R283080","survey"
"http://orkg.org/orkg/resource/R576802","secondary research"
"http://orkg.org/orkg/resource/R578020","secondary research"
"http://orkg.org/orkg/resource/R578027","case study"
"http://orkg.org/orkg/resource/R578035","case study"
"http://orkg.org/orkg/resource/R287825","survey"
"http://orkg.org/orkg/resource/R578050","study"
"http://orkg.org/orkg/resource/R287863","study"
"http://orkg.org/orkg/resource/R287863","survey"
"http://orkg.org/orkg/resource/R285771","study"
"http://orkg.org/orkg/resource/R285781","study"
"http://orkg.org/orkg/resource/R285790","interview"
"http://orkg.org/orkg/resource/R285790","secondary research"
"http://orkg.org/orkg/resource/R288485","action research"
"http://orkg.org/orkg/resource/R288494","interview"
"http://orkg.org/orkg/resource/R369339","action research"
"http://orkg.org/orkg/resource/R369339","secondary research"
"http://orkg.org/orkg/resource/R369685","interview"
"http://orkg.org/orkg/resource/R369685","survey"
"http://orkg.org/orkg/resource/R554452","case study"
"http://orkg.org/orkg/resource/R558201","experiment"
"http://orkg.org/orkg/resource/R557163","study"
"http://orkg.org/orkg/resource/R557163","study"
"http://orkg.org/orkg/resource/R556637","study"
"http://orkg.org/orkg/resource/R578059","case study"
"http://orkg.org/orkg/resource/R580049","case study"
"http://orkg.org/orkg/resource/R580060","case study"
"http://orkg.org/orkg/resource/R580068","secondary research"
"http://orkg.org/orkg/resource/R580077","survey"
"http://orkg.org/orkg/resource/R580077","interview"
"http://orkg.org/orkg/resource/R580091","study"
"http://orkg.org/orkg/resource/R580100","case study"
"http://orkg.org/orkg/resource/R580108","study"
"http://orkg.org/orkg/resource/R580119","study"
"http://orkg.org/orkg/resource/R580127","study"
"http://orkg.org/orkg/resource/R580133","experiment"
"http://orkg.org/orkg/resource/R580141","study"
"http://orkg.org/orkg/resource/R580149","case study"
"http://orkg.org/orkg/resource/R583013","study"
"http://orkg.org/orkg/resource/R583022","case study"
"http://orkg.org/orkg/resource/R583034","case study"
"http://orkg.org/orkg/resource/R583056","study"
"http://orkg.org/orkg/resource/R583066","secondary research"
"http://orkg.org/orkg/resource/R583074","study"
"http://orkg.org/orkg/resource/R583082","study"
"http://orkg.org/orkg/resource/R583090","case study"
"http://orkg.org/orkg/resource/R583098","case study"
"http://orkg.org/orkg/resource/R583105","experiment"
"http://orkg.org/orkg/resource/R583119","experiment"
"http://orkg.org/orkg/resource/R583127","study"
"http://orkg.org/orkg/resource/R583135","study"
"http://orkg.org/orkg/resource/R583147","case study"
"http://orkg.org/orkg/resource/R583153","case study"
"http://orkg.org/orkg/resource/R583166","study"
"http://orkg.org/orkg/resource/R583172","interview"
"http://orkg.org/orkg/resource/R583172","survey"
"http://orkg.org/orkg/resource/R583188","case study"
"http://orkg.org/orkg/resource/R583209","study"
"http://orkg.org/orkg/resource/R583218","case study"
"http://orkg.org/orkg/resource/R583860","study"
"http://orkg.org/orkg/resource/R583866","case study"
"http://orkg.org/orkg/resource/R583872","study"
"http://orkg.org/orkg/resource/R583880","case study"
"http://orkg.org/orkg/resource/R583886","action research"
"http://orkg.org/orkg/resource/R583895","case study"
"http://orkg.org/orkg/resource/R583903","case study"
"http://orkg.org/orkg/resource/R583912","action research"
"http://orkg.org/orkg/resource/R583920","study"
"http://orkg.org/orkg/resource/R583928","case study"
"http://orkg.org/orkg/resource/R583935","study"
"http://orkg.org/orkg/resource/R583952","study"
"http://orkg.org/orkg/resource/R584012","case study"
"http://orkg.org/orkg/resource/R584020","experiment"
"http://orkg.org/orkg/resource/R584028","case study"
"http://orkg.org/orkg/resource/R584036","case study"
"http://orkg.org/orkg/resource/R584044","case study"
"http://orkg.org/orkg/resource/R584056","study"
"http://orkg.org/orkg/resource/R584065","case study"
"http://orkg.org/orkg/resource/R584073","secondary research"
"http://orkg.org/orkg/resource/R584085","study"
"http://orkg.org/orkg/resource/R584097","case study"
"http://orkg.org/orkg/resource/R584109","case study"
"http://orkg.org/orkg/resource/R583022","case study"
"http://orkg.org/orkg/resource/R583022","case study"
"http://orkg.org/orkg/resource/R583034","interview"
"http://orkg.org/orkg/resource/R584117","experiment"
"http://orkg.org/orkg/resource/R584117","case study"
"http://orkg.org/orkg/resource/R586445","case study"
"http://orkg.org/orkg/resource/R586458","case study"
"http://orkg.org/orkg/resource/R586458","survey"
"http://orkg.org/orkg/resource/R586470","study"
"http://orkg.org/orkg/resource/R586489","interview"
"http://orkg.org/orkg/resource/R586512","case study"
"http://orkg.org/orkg/resource/R586519","case study"
"http://orkg.org/orkg/resource/R580108","study"
"http://orkg.org/orkg/resource/R580108","study"
"http://orkg.org/orkg/resource/R586527","study"
"http://orkg.org/orkg/resource/R587084","survey"
"http://orkg.org/orkg/resource/R587093","case study"
"http://orkg.org/orkg/resource/R587101","survey"
"http://orkg.org/orkg/resource/R587110","case study"
"http://orkg.org/orkg/resource/R587118","study"
"http://orkg.org/orkg/resource/R587127","case study"
"http://orkg.org/orkg/resource/R587141","case study"
"http://orkg.org/orkg/resource/R587153","case study"
"http://orkg.org/orkg/resource/R583048","study"
"http://orkg.org/orkg/resource/R583153","case study"
"http://orkg.org/orkg/resource/R583153","study"
"http://orkg.org/orkg/resource/R583153","case study"
"http://orkg.org/orkg/resource/R583153","study"
"http://orkg.org/orkg/resource/R583153","study"
"http://orkg.org/orkg/resource/R583153","study"
"http://orkg.org/orkg/resource/R583153","study"
"http://orkg.org/orkg/resource/R580091","survey"
"http://orkg.org/orkg/resource/R580091","study"
"http://orkg.org/orkg/resource/R580091","survey"
"http://orkg.org/orkg/resource/R580091","interview"
"http://orkg.org/orkg/resource/R580091","interview"
"http://orkg.org/orkg/resource/R578059","action research"
"http://orkg.org/orkg/resource/R578059","case study"
"http://orkg.org/orkg/resource/R578059","interview"
"http://orkg.org/orkg/resource/R578059","study"
"http://orkg.org/orkg/resource/R578059","study"
"http://orkg.org/orkg/resource/R578059","interview"
"http://orkg.org/orkg/resource/R588487","case study"
"http://orkg.org/orkg/resource/R588498","case study"
"http://orkg.org/orkg/resource/R588512","case study"
"http://orkg.org/orkg/resource/R588523","case study"
"http://orkg.org/orkg/resource/R588540","case study"
"http://orkg.org/orkg/resource/R588557","case study"
"http://orkg.org/orkg/resource/R588573","case study"
"http://orkg.org/orkg/resource/R588979","survey"
"http://orkg.org/orkg/resource/R589002","case study"
"http://orkg.org/orkg/resource/R589009","study"
"http://orkg.org/orkg/resource/R589022","case study"
"http://orkg.org/orkg/resource/R589029","study"
"http://orkg.org/orkg/resource/R589038","study"
"http://orkg.org/orkg/resource/R589047","study"
"http://orkg.org/orkg/resource/R580141","study"
"http://orkg.org/orkg/resource/R580141","study"
"http://orkg.org/orkg/resource/R580141","survey"
"http://orkg.org/orkg/resource/R583172","survey"
"http://orkg.org/orkg/resource/R583172","study"
"http://orkg.org/orkg/resource/R583895","interview"
"http://orkg.org/orkg/resource/R583928","interview"
"http://orkg.org/orkg/resource/R583928","interview"
"http://orkg.org/orkg/resource/R583928","secondary research"
"http://orkg.org/orkg/resource/R583903","survey"
"http://orkg.org/orkg/resource/R583903","interview"
"http://orkg.org/orkg/resource/R583218","study"
"http://orkg.org/orkg/resource/R583218","survey"
"http://orkg.org/orkg/resource/R587093","study"
"http://orkg.org/orkg/resource/R586519","interview"
"http://orkg.org/orkg/resource/R586519","case study"
"http://orkg.org/orkg/resource/R586519","interview"
"http://orkg.org/orkg/resource/R586519","survey"
"http://orkg.org/orkg/resource/R586489","secondary research"
"http://orkg.org/orkg/resource/R586489","survey"
"http://orkg.org/orkg/resource/R587110","study"
"http://orkg.org/orkg/resource/R584056","study"
"http://orkg.org/orkg/resource/R584056","interview"
"http://orkg.org/orkg/resource/R584056","secondary research"
"http://orkg.org/orkg/resource/R584109","case study"
"http://orkg.org/orkg/resource/R584052","study"
"http://orkg.org/orkg/resource/R588979","study"
"http://orkg.org/orkg/resource/R588979","study"
"http://orkg.org/orkg/resource/R589029","study"
"http://orkg.org/orkg/resource/R589029","interview"
"http://orkg.org/orkg/resource/R589029","secondary research"
"http://orkg.org/orkg/resource/R589002","secondary research"
"http://orkg.org/orkg/resource/R589002","study"
"http://orkg.org/orkg/resource/R589002","interview"
"http://orkg.org/orkg/resource/R588540","survey"
"http://orkg.org/orkg/resource/R596003","study"
"http://orkg.org/orkg/resource/R596015","interview"
"http://orkg.org/orkg/resource/R596015","survey"
"http://orkg.org/orkg/resource/R596015","study"
"http://orkg.org/orkg/resource/R596028","survey"
"http://orkg.org/orkg/resource/R596037","case study"
"http://orkg.org/orkg/resource/R596045","study"
"http://orkg.org/orkg/resource/R597081","secondary research"
"http://orkg.org/orkg/resource/R597176","secondary research"
"http://orkg.org/orkg/resource/R597186","study"
"http://orkg.org/orkg/resource/R597386","case study"
